sex,Age,Married,Number_children,education_level,total_members,income,Happy?,gained_asset,durable_asset,save_asset,Total Asset,living_expenses,other_expenses,Total Expenses,depressed
1,47,0,3,7,5,40038424,0,19778983,22861940,98670692,141311615,40038424,47245342,87283766,0
1,58,0,2,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,21,1,2,10,4,30028818,0,13853294,22861940,46893002,83608236,26692283,18577829,45270112,0
1,67,1,0,8,3,10676913,1,25096085,24023054,43241119,92360258,10676913,49487492,60164405,1
1,26,0,3,10,4,30028818,0,18097368,80076847,12511779,110685994,26692283,70627785,97320068,0
0,33,0,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,38,1,11,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,26,1,3,10,5,1601537,0,22533626,11210759,69083443,102827828,1601537,23302362,24903899,0
1,25,1,2,9,4,46711493,0,19939136,22861940,19306145,62107221,16202215,25544516,41746731,0
1,26,1,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,40,1,0,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,24,1,3,8,5,12812296,0,31310049,22861940,11583688,65755677,12812296,56534256,69346552,0
1,24,1,5,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,33,1,7,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,73,1,2,12,5,12144989,1,16335678,97693758,13525932,127555368,12144989,46604725,58749714,1
1,21,1,1,12,3,15348064,0,24823824,22861940,37670246,85356010,15348064,28026898,43374962,0
1,49,0,3,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,0,3,9,4,26692283,0,2466367,22861940,45125214,70453521,36301506,89686069,125987575,0
1,49,0,3,6,4,14547294,0,86483002,22861940,13630605,122975547,14547294,28203066,42750360,0
1,25,1,2,9,4,28026897,0,37235736,1297245,12316391,50849372,26692283,46444572,73136855,0
1,34,0,0,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,36,1,6,10,11,45109959,0,51217151,40038424,16131099,107386674,10116375,53010876,63127251,0
1,23,1,3,10,5,48046112,0,35313892,22861940,97112244,155288076,46711493,46156296,92867789,0
1,48,0,3,1,6,13346142,0,87443924,22861940,11299911,121605775,61392255,6406148,67798403,0
1,17,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,3,9,5,40038424,0,18978214,22861940,14940166,56780320,95291452,59417023,154708475,0
1,20,1,2,10,4,27493052,1,54452259,22861940,34774326,112088525,18150753,25464437,43615190,1
1,27,1,4,8,6,46711496,0,11130682,22861940,26109819,60102441,46711496,20980135,67691631,0
1,35,1,8,10,10,68065324,0,80076847,22861940,10523013,113461800,80076847,11771297,91848144,0
1,28,1,6,10,8,20686522,0,7527224,1601537,15269301,24398062,22440203,12812296,35252499,0
1,23,1,4,9,6,26158438,0,22549641,16015369,18445511,57010521,26158435,26905821,53064256,0
1,24,1,2,11,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,39,0,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,30,1,2,14,4,3203074,0,27386282,11210759,93739479,132336520,64595323,25704668,90299991,0
1,36,1,8,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,50,1,0,14,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,35,1,1,4,3,56721101,0,12540034,22861940,11996561,47398535,56721101,24423439,81144540,0
1,26,1,4,10,7,30028818,0,19955151,12812296,56941502,89708949,26692283,3331197,30023480,0
1,27,1,7,9,10,15748446,0,19939136,22861940,2440018,45241094,35100353,29516327,64616680,0
1,23,1,3,10,5,17083061,0,53331181,22861940,14214441,90407562,14814217,29628435,44442652,0
1,23,0,3,10,4,30028818,0,1601537,22861940,80248442,104711919,26692283,6630363,33322646,0
0,61,0,0,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,21,0,0,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,35,1,3,8,5,17349985,0,3098974,22861940,16491638,42452552,22154596,27546436,49701032,0
1,23,1,2,7,4,30028818,0,18449706,22861940,21855489,63167135,39557965,25624592,65182557,0
1,24,1,2,10,4,34900162,0,1297245,22861940,17817482,41976667,24556902,1905829,26462731,0
1,23,1,1,14,3,19351906,0,69186401,22861940,38647182,130695523,19351906,59897485,79249391,0
1,20,1,2,10,4,20553058,0,64061478,22861940,14080695,101004113,20553058,14573987,35127045,0
1,30,0,8,14,10,16329004,0,20980135,64061481,21726974,106768590,4083252,76713623,80796875,0
1,32,1,5,12,7,80076847,0,82959618,22861940,40124222,145945780,80076847,24983976,105060823,0
1,28,1,1,4,3,30028818,0,10089683,22861940,12330347,45281970,64061475,37443935,101505410,0
1,25,1,4,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,20,0,2,10,4,17083061,1,7527224,40038424,83295555,130861203,17083061,10249837,27332898,1
1,76,0,0,4,2,24890554,0,32030739,80076851,2309178,114416768,11677873,15214602,26892475,0
1,73,0,1,1,2,54986105,0,20803966,22861940,54871326,98537232,54986105,11803328,66789433,0
1,31,0,6,8,10,60057635,0,76233162,22861940,93855782,192950884,84080696,96092218,180172914,0
1,63,0,1,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,34,1,6,9,9,30028818,0,12812296,22861940,15386766,51061002,40038424,18689938,58728362,0
1,48,1,4,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,1,10,3,53384566,0,2338244,48046112,15654262,66038618,82212238,17344646,99556884,0
1,19,1,1,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,32,1,3,10,5,10676913,1,26105054,96092216,10176434,132373704,1494768,2722613,4217381,1
1,39,1,9,9,12,4276104,0,33792432,80076847,22492825,136362104,40572273,25464437,66036710,0
1,25,1,3,6,6,26692283,1,13613065,16015369,16794022,46422456,74738398,3843689,78582087,1
1,28,1,4,9,6,14814218,0,49087109,22861940,80318225,152267274,14053487,15663032,29716519,0
1,23,1,4,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,34,0,0,1,1,26692283,1,16816139,22861940,29424431,69102510,26692283,1601537,28293820,1
1,24,1,2,10,5,79609737,1,19538751,32030739,79841393,131410883,1279895,21796919,23076814,1
1,31,1,4,4,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,31,1,3,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,31,1,6,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,26,1,3,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,33,1,5,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,73,0,0,1,1,16682677,0,12251758,22861940,36786354,71900052,16682677,45643806,62326483,0
1,27,1,2,8,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,24,1,3,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,33,1,0,9,2,38436887,0,26553482,6406148,65245468,98205098,38436887,57495178,95932065,0
1,28,1,5,9,7,87777567,0,25144131,80076849,20537206,125758186,87777567,98414452,186192019,0
1,68,1,1,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,20,1,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,18,0,4,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,23,1,2,5,4,2936151,0,13052527,22861940,18947937,54862404,21353827,88084536,109438363,0
1,34,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,35,1,4,10,7,14947679,1,20739905,3843689,1242339,25825933,10143068,42120422,52263490,1
1,38,1,5,9,7,90353384,1,67264557,22861940,94983925,185110422,90353384,10970529,101323913,1
1,30,0,4,7,5,46711493,0,60057636,22861940,99694153,182613729,46711493,27418314,74129807,0
1,28,1,2,10,4,48046112,0,19634843,22861940,8965728,51462511,59390326,19955151,79345477,0
1,26,1,4,7,6,26692283,0,35169754,22861940,87063751,145095445,47512269,82479156,129991425,0
1,35,1,6,9,8,30028818,0,22261365,19218445,26572702,68052512,2642536,44843037,47485573,0
0,29,1,1,9,3,80076847,0,18417675,22861940,96995949,138275564,99295282,4900703,104195985,0
0,54,0,0,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,43,1,4,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,35,1,7,10,9,11611143,0,27354251,16015369,18492033,61861653,1040999,52370258,53411257,0
1,52,1,4,9,7,99789095,1,17648938,24023054,39447928,81119920,22631054,14293718,36924772,1
0,64,0,0,7,1,53384566,0,2033952,22861940,69804512,94700404,53384566,3203074,56587640,0
0,37,1,4,10,6,69399939,0,34192816,22861940,12321044,69375800,63527637,72389473,135917110,0
1,41,1,6,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,28,1,4,11,6,56053796,0,24343362,80076849,19154955,123575166,25624592,3843689,29468281,0
1,25,1,3,9,5,66730709,0,14573987,22861940,59081459,96517386,66730709,43721962,110452671,0
1,23,1,3,10,5,19218445,1,28347205,22861940,11432496,62641641,18551138,88084536,106635674,1
1,23,1,4,7,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,44,1,2,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,27,1,2,9,4,11904758,0,12251758,22861940,11269672,46383370,2162075,11947466,14109541,0
1,26,1,2,10,4,66730709,1,34433044,22861940,48181631,105476615,90753761,94490685,185244446,1
1,25,1,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,23,1,3,9,5,25624592,0,11386928,22861940,35169754,69418622,2562459,1169122,3731581,0
0,29,1,6,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,38,0,2,10,3,14947679,0,22549641,22861940,5291745,50703326,18150753,17696983,35847736,0
0,53,0,0,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,55,0,1,9,3,25090747,0,15534909,22861940,88878059,127274908,15321371,8568223,23889594,0
1,35,1,5,10,6,57722063,0,15134525,22861940,95873627,133870092,47712455,12652143,60364598,0
1,24,1,7,10,8,48046112,0,21941057,80076851,41554736,143572644,48846878,45835987,94682865,0
1,31,1,4,11,6,66730709,0,21780904,22861940,27121646,71764490,49914566,12331835,62246401,0
1,29,1,3,1,5,17416716,0,20980135,22861940,20927399,64769474,31229971,2138052,33368023,0
1,42,0,3,8,4,19084982,1,25784744,48046108,13106084,86936936,13439565,47165264,60604829,1
1,35,1,3,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,63,1,1,6,3,38370156,0,12652142,22861940,92779984,128294066,38370154,1577514,39947668,0
1,36,1,4,14,6,56053796,0,23350409,96092216,14521478,133964103,12812296,68385628,81197924,0
0,71,0,2,4,3,26692283,0,14573987,22861940,11525537,48961464,26692283,15454832,42147115,0
1,19,1,1,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,59,1,2,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,36,0,4,10,6,78742236,0,65663017,22861940,10070598,98595555,501548,83279924,83781472,0
1,41,1,5,9,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,45,0,4,1,8,89085493,0,20499673,24023056,12122749,56645478,89085493,18737984,107823477,0
0,47,0,0,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,33,0,5,7,8,52049952,0,24343363,64061481,45706718,134111562,52049952,17104416,69154368,0
1,19,1,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,64,1,3,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,26,1,4,14,6,94223757,1,13685133,16015369,99601105,129301607,94223757,2722613,96946370,1
1,19,1,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,3,9,5,18017291,0,10089683,22861940,38693707,71645330,18017291,72069163,90086454,0
1,46,0,5,9,7,65396094,0,29308127,32030739,22088094,83426960,40524223,36034584,76558807,0
1,27,1,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,37,1,4,9,6,74738393,0,15262648,22861940,20562209,58686797,15161217,46844955,62006172,0
1,68,0,0,1,1,12011528,0,6406148,22861940,31750471,61018559,12011529,34913507,46925036,0
1,30,1,4,10,6,15348064,0,30108896,22861940,10717238,63688074,47378802,35233814,82612616,0
0,57,1,4,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,23,1,5,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,19,1,3,9,5,33365355,0,19666875,81678391,14119073,115464339,33365355,39878273,73243628,0
1,24,1,2,3,4,80076849,0,12011527,22861940,10467189,45340656,24023058,53971798,77994856,0
1,24,1,4,11,6,19431982,1,3064541,28827665,31152676,63044882,46658112,79996773,126654885,1
1,28,1,6,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,53,1,4,8,6,26158438,0,12572066,56053795,1943873,70569734,33098431,76553467,109651898,0
1,27,1,4,10,6,30028818,0,325112,22861940,48846878,72033930,96092218,22901979,118994197,0
1,61,0,0,5,1,53384566,0,10810374,22861940,10167129,43839443,40038424,29147974,69186398,0
1,34,0,5,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,53,0,3,6,5,26158438,1,20819981,22861940,28028803,71710724,18684598,23302362,41986960,1
1,22,1,3,8,5,66730708,0,1753683,80076849,86296158,168126690,15081141,76873773,91954914,0
1,49,1,5,12,7,2314221,0,33872507,30429203,33320551,97622261,17136446,88084534,105220980,0
1,27,1,4,9,6,72069163,0,1712043,22861940,14565674,39139657,61392255,30269049,91661304,0
0,71,0,3,17,5,24023056,1,88885307,22861940,41101158,152848405,24023058,11210759,35233817,1
1,32,1,6,10,8,17817099,0,27065976,82479156,14398201,123943333,19752291,33792431,53544722,0
1,48,1,0,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,39,1,5,14,8,24023056,0,18577829,3203074,12072157,33853060,24023058,20980135,45003193,0
1,52,1,2,8,8,15815178,0,10121714,22861940,90948227,123931881,1414691,28026897,29441588,0
1,73,0,0,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,48,1,5,3,7,17750368,0,20819981,22861940,16817282,60499203,19218447,39718117,58936564,0
1,20,1,1,10,3,26692283,0,28912201,22861940,15189053,66963194,26692283,31229971,57922254,0
1,27,1,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,2,9,4,1040999,1,20179366,22861940,95600319,138641625,72069163,16335678,88404841,1
1,25,1,4,7,6,24023056,0,14654063,22861940,57848663,95364666,53491335,56854563,110345898,0
1,34,1,4,6,6,13346142,0,21941057,59256868,1871068,83068993,21033521,24023054,45056575,0
1,26,1,3,10,5,52717257,0,41800117,22861940,22411412,87073469,82746077,99295292,182041369,0
1,22,1,4,9,6,26692283,0,40967316,22861940,43729588,107558844,26692283,46925034,73617317,0
1,24,1,5,9,7,39371116,0,18577829,22861940,10354375,51794144,39371116,19827028,59198144,0
1,76,1,0,1,2,18684597,0,16095447,22861940,13186331,52143718,18684597,32671356,51355953,0
1,60,0,0,5,2,64061481,0,52049953,1601537,46544098,100195588,64061475,72069163,136130638,0
1,31,1,4,11,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,40,1,8,9,10,17083061,1,20019212,25624592,5765094,51408898,88191299,90006378,178197677,1
1,63,1,3,1,7,1601537,1,1601537,22861940,49474911,73938388,6406148,96092218,102498366,1
0,31,1,2,11,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
0,70,0,0,4,1,41373043,1,96092224,22861940,14537762,133491926,33365355,3203074,36568429,1
1,32,1,4,9,6,1601537,0,7527224,22861940,64687225,95076389,11210759,1231582,12442341,0
1,22,1,1,12,3,30028818,0,14894295,1601537,39077503,55573335,26692283,51249185,77941468,0
1,22,1,1,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,32,1,5,14,7,1988575,0,23958994,22861940,13779471,60600405,23937639,23382441,47320080,0
1,29,1,5,10,7,13346142,0,29788589,24023054,21655449,75467092,90219917,59465069,149684986,0
1,77,0,0,4,1,30028818,1,28912201,22861940,10118281,61892422,16015369,52850723,68866092,1
1,39,1,0,9,2,37369196,0,47245342,48046108,12444323,107735773,11744604,87283764,99028368,0
1,59,0,1,1,2,21353827,0,12075589,22861940,70362762,105300291,21353827,10890451,32244278,0
1,42,1,4,10,6,98761454,0,11499036,3843689,14177225,29519950,90753756,54516319,145270075,0
1,24,0,1,2,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,24,1,4,8,6,26425362,1,35954504,80076847,12735079,128766430,10089684,17616907,27706591,1
1,19,0,0,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,2,10,4,24023056,0,89686073,22861940,49544693,162092706,24023058,33392048,57415106,0
0,76,0,2,4,3,28026898,0,11803328,80076847,12874641,104754816,28026898,40038424,68065322,0
0,76,0,0,11,1,66730708,0,60858406,22861940,72107291,155827637,53384566,2162075,55546641,0
1,27,1,5,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,44,1,6,9,9,74738393,0,13853294,16015369,10269474,40138137,11477681,81678391,93156072,0
1,49,1,4,7,8,24516861,1,32046756,28827665,13559079,74433500,10539447,22982056,33521503,1
1,23,1,2,4,4,12411912,0,26585513,22861940,13642235,63089688,12411912,43481731,55893643,0
1,34,1,2,14,4,10143067,0,25208192,22861940,12339652,60409784,10143068,48526569,58669637,0
1,42,0,5,3,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,39,1,6,12,9,81104498,0,39157581,16015369,1770641,56943591,93916788,49647646,143564434,0
1,48,1,4,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,23,1,2,10,4,30696127,0,60057636,22861940,85761162,168680738,24023058,93689911,117712969,0
1,22,1,3,9,5,10676913,1,19138367,12812296,12711819,44662482,10676913,12812296,23489209,1
1,25,1,3,10,5,19752291,0,1559897,16015369,10099674,27674940,10143068,13372834,23515902,0
1,26,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,43,1,1,3,3,53384566,0,18337599,22861940,11795358,52994897,53384566,16335678,69720244,0
1,36,0,5,10,7,40038424,0,13693141,22861940,23399979,59955060,33365355,76873775,110239130,0
1,31,1,4,10,6,52049952,0,26873792,4548365,18247798,49669955,19618828,22741825,42360653,0
1,32,0,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,30,1,6,4,8,90753765,0,5925687,22861940,90483025,119270652,74738393,55413181,130151574,0
1,47,1,2,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,30,1,1,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,1,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,60,1,2,7,4,85415304,1,38436887,32030739,43496983,113964609,85415304,48046112,133461416,1
1,59,1,0,5,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,27,1,5,12,7,11130682,0,36819336,22861940,31824908,91506184,35020279,12508004,47528283,0
1,25,0,2,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,27,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,51,1,4,7,6,24957285,1,16655985,22861940,12897902,52415827,15348063,1040999,16389062,1
1,33,1,3,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,18,1,3,10,3,30028818,0,1473414,22861940,8548204,32883558,26692283,60858406,87550689,0
1,59,1,1,1,3,36034581,0,73991013,22861940,4099649,100952602,36034581,11210759,47245340,0
1,23,1,2,7,4,1601537,0,66463783,22861940,85272697,174598420,1601537,24503515,26105052,0
1,27,1,2,9,4,13346142,0,24023055,22861940,11781401,58666396,22955362,39157581,62112943,0
1,46,1,5,14,7,32698047,0,27546436,80076851,10740498,118363785,32698047,44843037,77541084,0
1,29,1,5,8,7,66730709,0,26905823,40038424,17352274,84296521,66730709,39397812,106128521,0
1,18,1,1,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,33,1,4,14,6,34166121,0,13355217,40038424,13521281,66914922,41106119,96092224,137198343,0
1,32,1,2,8,4,30028818,0,84080696,22861940,50591408,157534044,26692283,54452257,81144540,0
1,30,1,5,10,7,53384566,1,38196658,22861940,14049292,75107890,53384566,56053795,109438361,1
1,19,1,2,9,4,40038425,0,1169122,22861940,15258835,39289897,26692283,12796281,39488564,0
0,40,0,2,4,4,47779188,0,45643803,22861940,89343269,157849012,41373043,38757195,80130238,0
1,28,1,5,11,8,30028818,0,67857123,64061478,69362564,201281165,26692283,27594482,54286765,0
1,28,1,4,12,6,53384566,1,30108896,22861940,14635457,67606293,93422995,40278656,133701651,1
0,33,0,1,7,2,30028818,0,35714276,22861940,72223602,130799818,26692283,54452259,81144542,0
1,43,0,1,7,3,16015369,0,584561,80076849,10083391,90744801,16015369,12780265,28795634,0
1,32,1,7,10,9,56053796,0,66463783,22861940,16921954,106247677,18978214,14093526,33071740,0
1,28,1,5,10,7,3683535,0,37876349,96092224,3484411,137452984,46177654,31966679,78144333,0
1,27,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,3,9,5,1601537,0,1169122,22861940,24423439,48454501,1601537,19859058,21460595,0
1,30,0,3,1,4,6406148,0,10249837,22861940,99926758,133038535,6406148,29147974,35554122,0
1,20,1,2,9,4,24023056,0,10409991,60858406,82900131,154168528,80076847,37956429,118033276,0
1,49,1,2,5,4,27359591,1,12652142,22861940,1915728,37429810,28560741,21524658,50085399,1
1,24,1,1,12,3,22688441,0,16127478,22861940,82109283,121098701,22688444,14413833,37102277,0
1,30,1,1,14,3,1134422,0,11370913,24023054,39833465,75227432,91421068,18417675,109838743,0
1,26,1,3,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,26,1,1,9,3,30028818,0,16736061,22861940,89250221,128848222,16015369,1577514,17592883,0
0,41,0,3,10,4,13079219,0,27386282,22861940,16619571,66867793,45109959,43561806,88671765,0
1,20,1,1,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,36,0,0,10,3,98761454,0,92088379,22861940,42333961,157284280,76339927,75272241,151612168,0
1,25,1,2,10,4,10676913,0,39301718,22861940,13074681,75238339,17883831,17616907,35500738,0
1,21,1,3,10,5,30028818,0,27098007,22861940,12462932,62422879,19170399,45884033,65054432,0
1,49,1,5,9,11,56053796,0,36114661,736707,82923393,119774761,45376887,38757195,84134082,0
1,59,0,0,7,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,59,1,5,12,7,3203074,0,47725803,22861940,99787193,170374936,3203074,34593201,37796275,0
1,33,1,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,36,1,5,10,8,28026898,0,13773218,6406148,61058598,81237964,28026898,18337599,46364497,0
1,41,1,5,9,9,77407622,0,21300443,22861940,16875435,61037818,12865682,24983976,37849658,0
1,25,1,1,9,3,3203074,0,15534909,22861940,14305158,52702007,32030737,96892986,128923723,0
1,36,1,6,14,8,10143067,0,30829587,52850719,14572653,98252959,10143068,56053795,66196863,0
1,72,1,0,9,3,96092218,0,12331835,22861940,7117688,42311463,96092218,68866091,164958309,0
1,34,1,3,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,44,1,5,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,21,1,1,10,3,93422991,0,11611143,22861940,11558102,46031185,68278861,19698906,87977767,0
1,25,1,3,8,5,3203074,0,16928246,2722613,12665298,32316157,43241501,25944899,69186400,0
1,30,1,1,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,20,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,20,1,2,10,4,39771502,0,36531058,11210759,16456747,64198564,14387141,17136446,31523587,0
1,35,1,6,6,8,13346142,0,21764888,22861940,14112096,58738924,18471058,24823823,43294881,0
1,25,1,3,9,5,13346142,0,24343362,16928246,38868158,80139766,77674545,325112,77999657,0
1,25,1,1,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,28,1,4,10,6,23022095,0,15711078,24023054,15506558,55240690,10476722,71588707,82065429,0
1,66,0,0,1,1,12545373,1,42440731,22861940,22562605,87865276,12545372,56534257,69079629,1
1,51,1,1,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,33,0,4,8,5,20019212,0,81678391,22861940,47855984,152396315,10289875,10730298,21020173,0
